LAMMPS data file for BaTiO3 core-shell model

5120 atoms
2560 bonds
6 atom types
3 bond types

0.0 32.0000 xlo xhi
0.0 32.0000 ylo yhi
0.0 32.0000 zlo zhi

Masses

1 137.33000  # Ba_core
2 0.00001  # Ba_shell
3 47.86700  # Ti_core
4 0.00001  # Ti_shell
5 15.99900  # O_core
6 0.00001  # O_shell

Atoms # full

4319 2160 5 -2.6667 26.000000 20.000000 30.000000
4320 2160 6 2.6667 26.010000 20.010000 30.010000
4321 2161 1 2.0000 24.000000 24.000000 0.000000
4322 2161 2 -2.0000 24.010000 24.010000 0.010000
4323 2162 3 4.0000 26.000000 26.000000 2.000000
4324 2162 4 -4.0000 26.010000 26.010000 2.010000
4325 2163 5 -2.6667 26.000000 26.000000 0.000000
4326 2163 6 2.6667 26.010000 26.010000 0.010000
4327 2164 5 -2.6667 24.000000 26.000000 2.000000
4328 2164 6 2.6667 24.010000 26.010000 2.010000
4329 2165 5 -2.6667 26.000000 24.000000 2.000000
4330 2165 6 2.6667 26.010000 24.010000 2.010000
4331 2166 1 2.0000 24.000000 24.000000 4.000000
4332 2166 2 -2.0000 24.010000 24.010000 4.010000
4333 2167 3 4.0000 26.000000 26.000000 6.000000
4334 2167 4 -4.0000 26.010000 26.010000 6.010000
4335 2168 5 -2.6667 26.000000 26.000000 4.000000
4336 2168 6 2.6667 26.010000 26.010000 4.010000
4337 2169 5 -2.6667 24.000000 26.000000 6.000000
4338 2169 6 2.6667 24.010000 26.010000 6.010000
4339 2170 5 -2.6667 26.000000 24.000000 6.000000
4340 2170 6 2.6667 26.010000 24.010000 6.010000
4341 2171 1 2.0000 24.000000 24.000000 8.000000
4342 2171 2 -2.0000 24.010000 24.010000 8.010000
4343 2172 3 4.0000 26.000000 26.000000 10.000000
4344 2172 4 -4.0000 26.010000 26.010000 10.010000
4345 2173 5 -2.6667 26.000000 26.000000 8.000000
4346 2173 6 2.6667 26.010000 26.010000 8.010000
4347 2174 5 -2.6667 24.000000 26.000000 10.000000
4348 2174 6 2.6667 24.010000 26.010000 10.010000
4349 2175 5 -2.6667 26.000000 24.000000 10.000000
4350 2175 6 2.6667 26.010000 24.010000 10.010000
4351 2176 1 2.0000 24.000000 24.000000 12.000000
4352 2176 2 -2.0000 24.010000 24.010000 12.010000
4353 2177 3 4.0000 26.000000 26.000000 14.000000
4354 2177 4 -4.0000 26.010000 26.010000 14.010000
4355 2178 5 -2.6667 26.000000 26.000000 12.000000
4356 2178 6 2.6667 26.010000 26.010000 12.010000
4357 2179 5 -2.6667 24.000000 26.000000 14.000000
4358 2179 6 2.6667 24.010000 26.010000 14.010000
4359 2180 5 -2.6667 26.000000 24.000000 14.000000
4360 2180 6 2.6667 26.010000 24.010000 14.010000
4361 2181 1 2.0000 24.000000 24.000000 16.000000
4362 2181 2 -2.0000 24.010000 24.010000 16.010000
4363 2182 3 4.0000 26.000000 26.000000 18.000000
4364 2182 4 -4.0000 26.010000 26.010000 18.010000
4365 2183 5 -2.6667 26.000000 26.000000 16.000000
4366 2183 6 2.6667 26.010000 26.010000 16.010000
4367 2184 5 -2.6667 24.000000 26.000000 18.000000
4368 2184 6 2.6667 24.010000 26.010000 18.010000
4369 2185 5 -2.6667 26.000000 24.000000 18.000000
4370 2185 6 2.6667 26.010000 24.010000 18.010000
4371 2186 1 2.0000 24.000000 24.000000 20.000000
4372 2186 2 -2.0000 24.010000 24.010000 20.010000
4373 2187 3 4.0000 26.000000 26.000000 22.000000
4374 2187 4 -4.0000 26.010000 26.010000 22.010000
4375 2188 5 -2.6667 26.000000 26.000000 20.000000
4376 2188 6 2.6667 26.010000 26.010000 20.010000
4377 2189 5 -2.6667 24.000000 26.000000 22.000000
4378 2189 6 2.6667 24.010000 26.010000 22.010000
4379 2190 5 -2.6667 26.000000 24.000000 22.000000
4380 2190 6 2.6667 26.010000 24.010000 22.010000
4381 2191 1 2.0000 24.000000 24.000000 24.000000
4382 2191 2 -2.0000 24.010000 24.010000 24.010000
4383 2192 3 4.0000 26.000000 26.000000 26.000000
4384 2192 4 -4.0000 26.010000 26.010000 26.010000
4385 2193 5 -2.6667 26.000000 26.000000 24.000000
4386 2193 6 2.6667 26.010000 26.010000 24.010000
4387 2194 5 -2.6667 24.000000 26.000000 26.000000
4388 2194 6 2.6667 24.010000 26.010000 26.010000
4389 2195 5 -2.6667 26.000000 24.000000 26.000000
4390 2195 6 2.6667 26.010000 24.010000 26.010000
4391 2196 1 2.0000 24.000000 24.000000 28.000000
4392 2196 2 -2.0000 24.010000 24.010000 28.010000
4393 2197 3 4.0000 26.000000 26.000000 30.000000
4394 2197 4 -4.0000 26.010000 26.010000 30.010000
4395 2198 5 -2.6667 26.000000 26.000000 28.000000
4396 2198 6 2.6667 26.010000 26.010000 28.010000
4397 2199 5 -2.6667 24.000000 26.000000 30.000000
4398 2199 6 2.6667 24.010000 26.010000 30.010000
4399 2200 5 -2.6667 26.000000 24.000000 30.000000
4400 2200 6 2.6667 26.010000 24.010000 30.010000
4401 2201 1 2.0000 24.000000 28.000000 0.000000
4402 2201 2 -2.0000 24.010000 28.010000 0.010000
4403 2202 3 4.0000 26.000000 30.000000 2.000000
4404 2202 4 -4.0000 26.010000 30.010000 2.010000
4405 2203 5 -2.6667 26.000000 30.000000 0.000000
4406 2203 6 2.6667 26.010000 30.010000 0.010000
4407 2204 5 -2.6667 24.000000 30.000000 2.000000
4408 2204 6 2.6667 24.010000 30.010000 2.010000
4409 2205 5 -2.6667 26.000000 28.000000 2.000000
4410 2205 6 2.6667 26.010000 28.010000 2.010000
4411 2206 1 2.0000 24.000000 28.000000 4.000000
4412 2206 2 -2.0000 24.010000 28.010000 4.010000
4413 2207 3 4.0000 26.000000 30.000000 6.000000
4414 2207 4 -4.0000 26.010000 30.010000 6.010000
4415 2208 5 -2.6667 26.000000 30.000000 4.000000
4416 2208 6 2.6667 26.010000 30.010000 4.010000
4417 2209 5 -2.6667 24.000000 30.000000 6.000000
4418 2209 6 2.6667 24.010000 30.010000 6.010000
4419 2210 5 -2.6667 26.000000 28.000000 6.000000
4420 2210 6 2.6667 26.010000 28.010000 6.010000
4421 2211 1 2.0000 24.000000 28.000000 8.000000
4422 2211 2 -2.0000 24.010000 28.010000 8.010000
4423 2212 3 4.0000 26.000000 30.000000 10.000000
4424 2212 4 -4.0000 26.010000 30.010000 10.010000
4425 2213 5 -2.6667 26.000000 30.000000 8.000000
4426 2213 6 2.6667 26.010000 30.010000 8.010000
4427 2214 5 -2.6667 24.000000 30.000000 10.000000
4428 2214 6 2.6667 24.010000 30.010000 10.010000
4429 2215 5 -2.6667 26.000000 28.000000 10.000000
4430 2215 6 2.6667 26.010000 28.010000 10.010000
4431 2216 1 2.0000 24.000000 28.000000 12.000000
4432 2216 2 -2.0000 24.010000 28.010000 12.010000
4433 2217 3 4.0000 26.000000 30.000000 14.000000
4434 2217 4 -4.0000 26.010000 30.010000 14.010000
4435 2218 5 -2.6667 26.000000 30.000000 12.000000
4436 2218 6 2.6667 26.010000 30.010000 12.010000
4437 2219 5 -2.6667 24.000000 30.000000 14.000000
4438 2219 6 2.6667 24.010000 30.010000 14.010000
4439 2220 5 -2.6667 26.000000 28.000000 14.000000
4440 2220 6 2.6667 26.010000 28.010000 14.010000
4441 2221 1 2.0000 24.000000 28.000000 16.000000
4442 2221 2 -2.0000 24.010000 28.010000 16.010000
4443 2222 3 4.0000 26.000000 30.000000 18.000000
4444 2222 4 -4.0000 26.010000 30.010000 18.010000
4445 2223 5 -2.6667 26.000000 30.000000 16.000000
4446 2223 6 2.6667 26.010000 30.010000 16.010000
4447 2224 5 -2.6667 24.000000 30.000000 18.000000
4448 2224 6 2.6667 24.010000 30.010000 18.010000
4449 2225 5 -2.6667 26.000000 28.000000 18.000000
4450 2225 6 2.6667 26.010000 28.010000 18.010000
4451 2226 1 2.0000 24.000000 28.000000 20.000000
4452 2226 2 -2.0000 24.010000 28.010000 20.010000
4453 2227 3 4.0000 26.000000 30.000000 22.000000
4454 2227 4 -4.0000 26.010000 30.010000 22.010000
4455 2228 5 -2.6667 26.000000 30.000000 20.000000
4456 2228 6 2.6667 26.010000 30.010000 20.010000
4457 2229 5 -2.6667 24.000000 30.000000 22.000000
4458 2229 6 2.6667 24.010000 30.010000 22.010000
4459 2230 5 -2.6667 26.000000 28.000000 22.000000
4460 2230 6 2.6667 26.010000 28.010000 22.010000
4461 2231 1 2.0000 24.000000 28.000000 24.000000
4462 2231 2 -2.0000 24.010000 28.010000 24.010000
4463 2232 3 4.0000 26.000000 30.000000 26.000000
4464 2232 4 -4.0000 26.010000 30.010000 26.010000
4465 2233 5 -2.6667 26.000000 30.000000 24.000000
4466 2233 6 2.6667 26.010000 30.010000 24.010000
4467 2234 5 -2.6667 24.000000 30.000000 26.000000
4468 2234 6 2.6667 24.010000 30.010000 26.010000
4469 2235 5 -2.6667 26.000000 28.000000 26.000000
4470 2235 6 2.6667 26.010000 28.010000 26.010000
4471 2236 1 2.0000 24.000000 28.000000 28.000000
4472 2236 2 -2.0000 24.010000 28.010000 28.010000
4473 2237 3 4.0000 26.000000 30.000000 30.000000
4474 2237 4 -4.0000 26.010000 30.010000 30.010000
4475 2238 5 -2.6667 26.000000 30.000000 28.000000
4476 2238 6 2.6667 26.010000 30.010000 28.010000
4477 2239 5 -2.6667 24.000000 30.000000 30.000000
4478 2239 6 2.6667 24.010000 30.010000 30.010000
4479 2240 5 -2.6667 26.000000 28.000000 30.000000
4480 2240 6 2.6667 26.010000 28.010000 30.010000
4481 2241 1 2.0000 28.000000 0.000000 0.000000
4482 2241 2 -2.0000 28.010000 0.010000 0.010000
4483 2242 3 4.0000 30.000000 2.000000 2.000000
4484 2242 4 -4.0000 30.010000 2.010000 2.010000
4485 2243 5 -2.6667 30.000000 2.000000 0.000000
4486 2243 6 2.6667 30.010000 2.010000 0.010000
4487 2244 5 -2.6667 28.000000 2.000000 2.000000
4488 2244 6 2.6667 28.010000 2.010000 2.010000
4489 2245 5 -2.6667 30.000000 0.000000 2.000000
4490 2245 6 2.6667 30.010000 0.010000 2.010000
4491 2246 1 2.0000 28.000000 0.000000 4.000000
4492 2246 2 -2.0000 28.010000 0.010000 4.010000
4493 2247 3 4.0000 30.000000 2.000000 6.000000
4494 2247 4 -4.0000 30.010000 2.010000 6.010000
4495 2248 5 -2.6667 30.000000 2.000000 4.000000
4496 2248 6 2.6667 30.010000 2.010000 4.010000
4497 2249 5 -2.6667 28.000000 2.000000 6.000000
4498 2249 6 2.6667 28.010000 2.010000 6.010000
4499 2250 5 -2.6667 30.000000 0.000000 6.000000
4500 2250 6 2.6667 30.010000 0.010000 6.010000
4501 2251 1 2.0000 28.000000 0.000000 8.000000
4502 2251 2 -2.0000 28.010000 0.010000 8.010000
4503 2252 3 4.0000 30.000000 2.000000 10.000000
4504 2252 4 -4.0000 30.010000 2.010000 10.010000
4505 2253 5 -2.6667 30.000000 2.000000 8.000000
4506 2253 6 2.6667 30.010000 2.010000 8.010000
4507 2254 5 -2.6667 28.000000 2.000000 10.000000
4508 2254 6 2.6667 28.010000 2.010000 10.010000
4509 2255 5 -2.6667 30.000000 0.000000 10.000000
4510 2255 6 2.6667 30.010000 0.010000 10.010000
4511 2256 1 2.0000 28.000000 0.000000 12.000000
4512 2256 2 -2.0000 28.010000 0.010000 12.010000
4513 2257 3 4.0000 30.000000 2.000000 14.000000
4514 2257 4 -4.0000 30.010000 2.010000 14.010000
4515 2258 5 -2.6667 30.000000 2.000000 12.000000
4516 2258 6 2.6667 30.010000 2.010000 12.010000
4517 2259 5 -2.6667 28.000000 2.000000 14.000000
4518 2259 6 2.6667 28.010000 2.010000 14.010000
4519 2260 5 -2.6667 30.000000 0.000000 14.000000
4520 2260 6 2.6667 30.010000 0.010000 14.010000
4521 2261 1 2.0000 28.000000 0.000000 16.000000
4522 2261 2 -2.0000 28.010000 0.010000 16.010000
4523 2262 3 4.0000 30.000000 2.000000 18.000000
4524 2262 4 -4.0000 30.010000 2.010000 18.010000
4525 2263 5 -2.6667 30.000000 2.000000 16.000000
4526 2263 6 2.6667 30.010000 2.010000 16.010000
4527 2264 5 -2.6667 28.000000 2.000000 18.000000
4528 2264 6 2.6667 28.010000 2.010000 18.010000
4529 2265 5 -2.6667 30.000000 0.000000 18.000000
4530 2265 6 2.6667 30.010000 0.010000 18.010000
4531 2266 1 2.0000 28.000000 0.000000 20.000000
4532 2266 2 -2.0000 28.010000 0.010000 20.010000
4533 2267 3 4.0000 30.000000 2.000000 22.000000
4534 2267 4 -4.0000 30.010000 2.010000 22.010000
4535 2268 5 -2.6667 30.000000 2.000000 20.000000
4536 2268 6 2.6667 30.010000 2.010000 20.010000
4537 2269 5 -2.6667 28.000000 2.000000 22.000000
4538 2269 6 2.6667 28.010000 2.010000 22.010000
4539 2270 5 -2.6667 30.000000 0.000000 22.000000
4540 2270 6 2.6667 30.010000 0.010000 22.010000
4541 2271 1 2.0000 28.000000 0.000000 24.000000
4542 2271 2 -2.0000 28.010000 0.010000 24.010000
4543 2272 3 4.0000 30.000000 2.000000 26.000000
4544 2272 4 -4.0000 30.010000 2.010000 26.010000
4545 2273 5 -2.6667 30.000000 2.000000 24.000000
4546 2273 6 2.6667 30.010000 2.010000 24.010000
4547 2274 5 -2.6667 28.000000 2.000000 26.000000
4548 2274 6 2.6667 28.010000 2.010000 26.010000
4549 2275 5 -2.6667 30.000000 0.000000 26.000000
4550 2275 6 2.6667 30.010000 0.010000 26.010000
4551 2276 1 2.0000 28.000000 0.000000 28.000000
4552 2276 2 -2.0000 28.010000 0.010000 28.010000
4553 2277 3 4.0000 30.000000 2.000000 30.000000
4554 2277 4 -4.0000 30.010000 2.010000 30.010000
4555 2278 5 -2.6667 30.000000 2.000000 28.000000
4556 2278 6 2.6667 30.010000 2.010000 28.010000
4557 2279 5 -2.6667 28.000000 2.000000 30.000000
4558 2279 6 2.6667 28.010000 2.010000 30.010000
4559 2280 5 -2.6667 30.000000 0.000000 30.000000
4560 2280 6 2.6667 30.010000 0.010000 30.010000
4561 2281 1 2.0000 28.000000 4.000000 0.000000
4562 2281 2 -2.0000 28.010000 4.010000 0.010000
4563 2282 3 4.0000 30.000000 6.000000 2.000000
4564 2282 4 -4.0000 30.010000 6.010000 2.010000
4565 2283 5 -2.6667 30.000000 6.000000 0.000000
4566 2283 6 2.6667 30.010000 6.010000 0.010000
4567 2284 5 -2.6667 28.000000 6.000000 2.000000
4568 2284 6 2.6667 28.010000 6.010000 2.010000
4569 2285 5 -2.6667 30.000000 4.000000 2.000000
4570 2285 6 2.6667 30.010000 4.010000 2.010000
4571 2286 1 2.0000 28.000000 4.000000 4.000000
4572 2286 2 -2.0000 28.010000 4.010000 4.010000
4573 2287 3 4.0000 30.000000 6.000000 6.000000
4574 2287 4 -4.0000 30.010000 6.010000 6.010000
4575 2288 5 -2.6667 30.000000 6.000000 4.000000
4576 2288 6 2.6667 30.010000 6.010000 4.010000
4577 2289 5 -2.6667 28.000000 6.000000 6.000000
4578 2289 6 2.6667 28.010000 6.010000 6.010000
4579 2290 5 -2.6667 30.000000 4.000000 6.000000
4580 2290 6 2.6667 30.010000 4.010000 6.010000
4581 2291 1 2.0000 28.000000 4.000000 8.000000
4582 2291 2 -2.0000 28.010000 4.010000 8.010000
4583 2292 3 4.0000 30.000000 6.000000 10.000000
4584 2292 4 -4.0000 30.010000 6.010000 10.010000
4585 2293 5 -2.6667 30.000000 6.000000 8.000000
4586 2293 6 2.6667 30.010000 6.010000 8.010000
4587 2294 5 -2.6667 28.000000 6.000000 10.000000
4588 2294 6 2.6667 28.010000 6.010000 10.010000
4589 2295 5 -2.6667 30.000000 4.000000 10.000000
4590 2295 6 2.6667 30.010000 4.010000 10.010000
4591 2296 1 2.0000 28.000000 4.000000 12.000000
4592 2296 2 -2.0000 28.010000 4.010000 12.010000
4593 2297 3 4.0000 30.000000 6.000000 14.000000
4594 2297 4 -4.0000 30.010000 6.010000 14.010000
4595 2298 5 -2.6667 30.000000 6.000000 12.000000
4596 2298 6 2.6667 30.010000 6.010000 12.010000
4597 2299 5 -2.6667 28.000000 6.000000 14.000000
4598 2299 6 2.6667 28.010000 6.010000 14.010000
4599 2300 5 -2.6667 30.000000 4.000000 14.000000
4600 2300 6 2.6667 30.010000 4.010000 14.010000
4601 2301 1 2.0000 28.000000 4.000000 16.000000
4602 2301 2 -2.0000 28.010000 4.010000 16.010000
4603 2302 3 4.0000 30.000000 6.000000 18.000000
4604 2302 4 -4.0000 30.010000 6.010000 18.010000
4605 2303 5 -2.6667 30.000000 6.000000 16.000000
4606 2303 6 2.6667 30.010000 6.010000 16.010000
4607 2304 5 -2.6667 28.000000 6.000000 18.000000
4608 2304 6 2.6667 28.010000 6.010000 18.010000
4609 2305 5 -2.6667 30.000000 4.000000 18.000000
4610 2305 6 2.6667 30.010000 4.010000 18.010000
4611 2306 1 2.0000 28.000000 4.000000 20.000000
4612 2306 2 -2.0000 28.010000 4.010000 20.010000
4613 2307 3 4.0000 30.000000 6.000000 22.000000
4614 2307 4 -4.0000 30.010000 6.010000 22.010000
4615 2308 5 -2.6667 30.000000 6.000000 20.000000
4616 2308 6 2.6667 30.010000 6.010000 20.010000
4617 2309 5 -2.6667 28.000000 6.000000 22.000000
4618 2309 6 2.6667 28.010000 6.010000 22.010000
4619 2310 5 -2.6667 30.000000 4.000000 22.000000
4620 2310 6 2.6667 30.010000 4.010000 22.010000
4621 2311 1 2.0000 28.000000 4.000000 24.000000
4622 2311 2 -2.0000 28.010000 4.010000 24.010000
4623 2312 3 4.0000 30.000000 6.000000 26.000000
4624 2312 4 -4.0000 30.010000 6.010000 26.010000
4625 2313 5 -2.6667 30.000000 6.000000 24.000000
4626 2313 6 2.6667 30.010000 6.010000 24.010000
4627 2314 5 -2.6667 28.000000 6.000000 26.000000
4628 2314 6 2.6667 28.010000 6.010000 26.010000
4629 2315 5 -2.6667 30.000000 4.000000 26.000000
4630 2315 6 2.6667 30.010000 4.010000 26.010000
4631 2316 1 2.0000 28.000000 4.000000 28.000000
4632 2316 2 -2.0000 28.010000 4.010000 28.010000
4633 2317 3 4.0000 30.000000 6.000000 30.000000
4634 2317 4 -4.0000 30.010000 6.010000 30.010000
4635 2318 5 -2.6667 30.000000 6.000000 28.000000
4636 2318 6 2.6667 30.010000 6.010000 28.010000
4637 2319 5 -2.6667 28.000000 6.000000 30.000000
4638 2319 6 2.6667 28.010000 6.010000 30.010000
4639 2320 5 -2.6667 30.000000 4.000000 30.000000
4640 2320 6 2.6667 30.010000 4.010000 30.010000
4641 2321 1 2.0000 28.000000 8.000000 0.000000
4642 2321 2 -2.0000 28.010000 8.010000 0.010000
4643 2322 3 4.0000 30.000000 10.000000 2.000000
4644 2322 4 -4.0000 30.010000 10.010000 2.010000
4645 2323 5 -2.6667 30.000000 10.000000 0.000000
4646 2323 6 2.6667 30.010000 10.010000 0.010000
4647 2324 5 -2.6667 28.000000 10.000000 2.000000
4648 2324 6 2.6667 28.010000 10.010000 2.010000
4649 2325 5 -2.6667 30.000000 8.000000 2.000000
4650 2325 6 2.6667 30.010000 8.010000 2.010000
4651 2326 1 2.0000 28.000000 8.000000 4.000000
4652 2326 2 -2.0000 28.010000 8.010000 4.010000
4653 2327 3 4.0000 30.000000 10.000000 6.000000
4654 2327 4 -4.0000 30.010000 10.010000 6.010000
4655 2328 5 -2.6667 30.000000 10.000000 4.000000
4656 2328 6 2.6667 30.010000 10.010000 4.010000
4657 2329 5 -2.6667 28.000000 10.000000 6.000000
4658 2329 6 2.6667 28.010000 10.010000 6.010000
4659 2330 5 -2.6667 30.000000 8.000000 6.000000
4660 2330 6 2.6667 30.010000 8.010000 6.010000
4661 2331 1 2.0000 28.000000 8.000000 8.000000
4662 2331 2 -2.0000 28.010000 8.010000 8.010000
4663 2332 3 4.0000 30.000000 10.000000 10.000000
4664 2332 4 -4.0000 30.010000 10.010000 10.010000
4665 2333 5 -2.6667 30.000000 10.000000 8.000000
4666 2333 6 2.6667 30.010000 10.010000 8.010000
4667 2334 5 -2.6667 28.000000 10.000000 10.000000
4668 2334 6 2.6667 28.010000 10.010000 10.010000
4669 2335 5 -2.6667 30.000000 8.000000 10.000000
4670 2335 6 2.6667 30.010000 8.010000 10.010000
4671 2336 1 2.0000 28.000000 8.000000 12.000000
4672 2336 2 -2.0000 28.010000 8.010000 12.010000
4673 2337 3 4.0000 30.000000 10.000000 14.000000
4674 2337 4 -4.0000 30.010000 10.010000 14.010000
4675 2338 5 -2.6667 30.000000 10.000000 12.000000
4676 2338 6 2.6667 30.010000 10.010000 12.010000
4677 2339 5 -2.6667 28.000000 10.000000 14.000000
4678 2339 6 2.6667 28.010000 10.010000 14.010000
4679 2340 5 -2.6667 30.000000 8.000000 14.000000
4680 2340 6 2.6667 30.010000 8.010000 14.010000
4681 2341 1 2.0000 28.000000 8.000000 16.000000
4682 2341 2 -2.0000 28.010000 8.010000 16.010000
4683 2342 3 4.0000 30.000000 10.000000 18.000000
4684 2342 4 -4.0000 30.010000 10.010000 18.010000
4685 2343 5 -2.6667 30.000000 10.000000 16.000000
4686 2343 6 2.6667 30.010000 10.010000 16.010000
4687 2344 5 -2.6667 28.000000 10.000000 18.000000
4688 2344 6 2.6667 28.010000 10.010000 18.010000
4689 2345 5 -2.6667 30.000000 8.000000 18.000000
4690 2345 6 2.6667 30.010000 8.010000 18.010000
4691 2346 1 2.0000 28.000000 8.000000 20.000000
4692 2346 2 -2.0000 28.010000 8.010000 20.010000
4693 2347 3 4.0000 30.000000 10.000000 22.000000
4694 2347 4 -4.0000 30.010000 10.010000 22.010000
4695 2348 5 -2.6667 30.000000 10.000000 20.000000
4696 2348 6 2.6667 30.010000 10.010000 20.010000
4697 2349 5 -2.6667 28.000000 10.000000 22.000000
4698 2349 6 2.6667 28.010000 10.010000 22.010000
4699 2350 5 -2.6667 30.000000 8.000000 22.000000
4700 2350 6 2.6667 30.010000 8.010000 22.010000
4701 2351 1 2.0000 28.000000 8.000000 24.000000
4702 2351 2 -2.0000 28.010000 8.010000 24.010000
4703 2352 3 4.0000 30.000000 10.000000 26.000000
4704 2352 4 -4.0000 30.010000 10.010000 26.010000
4705 2353 5 -2.6667 30.000000 10.000000 24.000000
4706 2353 6 2.6667 30.010000 10.010000 24.010000
4707 2354 5 -2.6667 28.000000 10.000000 26.000000
4708 2354 6 2.6667 28.010000 10.010000 26.010000
4709 2355 5 -2.6667 30.000000 8.000000 26.000000
4710 2355 6 2.6667 30.010000 8.010000 26.010000
4711 2356 1 2.0000 28.000000 8.000000 28.000000
4712 2356 2 -2.0000 28.010000 8.010000 28.010000
4713 2357 3 4.0000 30.000000 10.000000 30.000000
4714 2357 4 -4.0000 30.010000 10.010000 30.010000
4715 2358 5 -2.6667 30.000000 10.000000 28.000000
4716 2358 6 2.6667 30.010000 10.010000 28.010000
4717 2359 5 -2.6667 28.000000 10.000000 30.000000
4718 2359 6 2.6667 28.010000 10.010000 30.010000
4719 2360 5 -2.6667 30.000000 8.000000 30.000000
4720 2360 6 2.6667 30.010000 8.010000 30.010000
4721 2361 1 2.0000 28.000000 12.000000 0.000000
4722 2361 2 -2.0000 28.010000 12.010000 0.010000
4723 2362 3 4.0000 30.000000 14.000000 2.000000
4724 2362 4 -4.0000 30.010000 14.010000 2.010000
4725 2363 5 -2.6667 30.000000 14.000000 0.000000
4726 2363 6 2.6667 30.010000 14.010000 0.010000
4727 2364 5 -2.6667 28.000000 14.000000 2.000000
4728 2364 6 2.6667 28.010000 14.010000 2.010000
4729 2365 5 -2.6667 30.000000 12.000000 2.000000
4730 2365 6 2.6667 30.010000 12.010000 2.010000
4731 2366 1 2.0000 28.000000 12.000000 4.000000
4732 2366 2 -2.0000 28.010000 12.010000 4.010000
4733 2367 3 4.0000 30.000000 14.000000 6.000000
4734 2367 4 -4.0000 30.010000 14.010000 6.010000
4735 2368 5 -2.6667 30.000000 14.000000 4.000000
4736 2368 6 2.6667 30.010000 14.010000 4.010000
4737 2369 5 -2.6667 28.000000 14.000000 6.000000
4738 2369 6 2.6667 28.010000 14.010000 6.010000
4739 2370 5 -2.6667 30.000000 12.000000 6.000000
4740 2370 6 2.6667 30.010000 12.010000 6.010000
4741 2371 1 2.0000 28.000000 12.000000 8.000000
4742 2371 2 -2.0000 28.010000 12.010000 8.010000
4743 2372 3 4.0000 30.000000 14.000000 10.000000
4744 2372 4 -4.0000 30.010000 14.010000 10.010000
4745 2373 5 -2.6667 30.000000 14.000000 8.000000
4746 2373 6 2.6667 30.010000 14.010000 8.010000
4747 2374 5 -2.6667 28.000000 14.000000 10.000000
4748 2374 6 2.6667 28.010000 14.010000 10.010000
4749 2375 5 -2.6667 30.000000 12.000000 10.000000
4750 2375 6 2.6667 30.010000 12.010000 10.010000
4751 2376 1 2.0000 28.000000 12.000000 12.000000
4752 2376 2 -2.0000 28.010000 12.010000 12.010000
4753 2377 3 4.0000 30.000000 14.000000 14.000000
4754 2377 4 -4.0000 30.010000 14.010000 14.010000
4755 2378 5 -2.6667 30.000000 14.000000 12.000000
4756 2378 6 2.6667 30.010000 14.010000 12.010000
4757 2379 5 -2.6667 28.000000 14.000000 14.000000
4758 2379 6 2.6667 28.010000 14.010000 14.010000
4759 2380 5 -2.6667 30.000000 12.000000 14.000000
4760 2380 6 2.6667 30.010000 12.010000 14.010000
4761 2381 1 2.0000 28.000000 12.000000 16.000000
4762 2381 2 -2.0000 28.010000 12.010000 16.010000
4763 2382 3 4.0000 30.000000 14.000000 18.000000
4764 2382 4 -4.0000 30.010000 14.010000 18.010000
4765 2383 5 -2.6667 30.000000 14.000000 16.000000
4766 2383 6 2.6667 30.010000 14.010000 16.010000
4767 2384 5 -2.6667 28.000000 14.000000 18.000000
4768 2384 6 2.6667 28.010000 14.010000 18.010000
4769 2385 5 -2.6667 30.000000 12.000000 18.000000
4770 2385 6 2.6667 30.010000 12.010000 18.010000
4771 2386 1 2.0000 28.000000 12.000000 20.000000
4772 2386 2 -2.0000 28.010000 12.010000 20.010000
4773 2387 3 4.0000 30.000000 14.000000 22.000000
4774 2387 4 -4.0000 30.010000 14.010000 22.010000
4775 2388 5 -2.6667 30.000000 14.000000 20.000000
4776 2388 6 2.6667 30.010000 14.010000 20.010000
4777 2389 5 -2.6667 28.000000 14.000000 22.000000
4778 2389 6 2.6667 28.010000 14.010000 22.010000
4779 2390 5 -2.6667 30.000000 12.000000 22.000000
4780 2390 6 2.6667 30.010000 12.010000 22.010000
4781 2391 1 2.0000 28.000000 12.000000 24.000000
4782 2391 2 -2.0000 28.010000 12.010000 24.010000
4783 2392 3 4.0000 30.000000 14.000000 26.000000
4784 2392 4 -4.0000 30.010000 14.010000 26.010000
4785 2393 5 -2.6667 30.000000 14.000000 24.000000
4786 2393 6 2.6667 30.010000 14.010000 24.010000
4787 2394 5 -2.6667 28.000000 14.000000 26.000000
4788 2394 6 2.6667 28.010000 14.010000 26.010000
4789 2395 5 -2.6667 30.000000 12.000000 26.000000
4790 2395 6 2.6667 30.010000 12.010000 26.010000
4791 2396 1 2.0000 28.000000 12.000000 28.000000
4792 2396 2 -2.0000 28.010000 12.010000 28.010000
4793 2397 3 4.0000 30.000000 14.000000 30.000000
4794 2397 4 -4.0000 30.010000 14.010000 30.010000
4795 2398 5 -2.6667 30.000000 14.000000 28.000000
4796 2398 6 2.6667 30.010000 14.010000 28.010000
4797 2399 5 -2.6667 28.000000 14.000000 30.000000
4798 2399 6 2.6667 28.010000 14.010000 30.010000
4799 2400 5 -2.6667 30.000000 12.000000 30.000000
4800 2400 6 2.6667 30.010000 12.010000 30.010000
4801 2401 1 2.0000 28.000000 16.000000 0.000000
4802 2401 2 -2.0000 28.010000 16.010000 0.010000
